,target,age,internet_activity_score,employee_count,employees_count_mom_change,has_the_team_size_grown,last_funding_amount,number_of_investors_in_seed,number_of_investors_in_angel_and_or_vc,number_of_co-founders,number_of_of_advisors,team_size_senior_leadership,team_size_all_employees,prev_round_angel_venture,number_of_of_repeat_investors,number_of__sales_support_material,worked_in_top_companies,average_size_of_companies_worked_for_in_the_past,startup_presence,success_startup_presence,big_5_consulting,consulting_experience?,catering_to_product/service_across_verticals,focus_on_consumer_data?,subscription_based_business,capital_intensive,number_of__of_partners_of_company,crowdsourcing_based_business,crowdfunding_based_business,machine_learning_based_business,predictive_analytics_business,speech_analytics_business,prescriptive_analytics_business,big_data_business,cross-channel_analytics/_marketing_channels,owns_data,aggregator_market,top_forum_talk,founders_avg_exp,exposure_across_the_globe,breadth_of_experience_across_verticals,years_of_education,relevance_of_education_to_venture,relevance_of_experience_to_venture,degree_from_a_tier_1_or_tier_2_university?,renowned_in_professional_circle,experience_in_selling_and_building_products,experience_in_fortune_100_organizations,experience_in_fortune_500_organizations,top_management_similarity,founders_recognitions,number_of__of_research_publications,skills_score,team_composition_score,dificulty_of_obtaining_work_force,pricing_strategy,hyper_localisation,time_to_market_service_or_product,employee_benefits_and_salary_structures,long_term_relationship_with_other_founders,proprietary_or_patent_position_(competitive_position),barriers_of_entry_for_the_competitors,company_awards,controversial_history_of_founder_or_co_founder,legal_risk_and_intellectual_property,client_reputation,google_page_rank_of_company_website,analyse_unstructured_data,solutions_offered,invested_through_global_incubation_competitions?,industry_trend_in_investing,disruptiveness_of_technology,number_of_direct_competitors,avg_inv,tech_maturity_years,percent_skill_entrepreneurship,percent_skill_operations,percent_skill_engineering,percent_skill_marketing,percent_skill_leadership,percent_skill_data_science,percent_skill_business_strategy,percent_skill_product_management,percent_skill_sales,percent_skill_domain,percent_skill_law,percent_skill_consulting,percent_skill_finance,percent_skill_investment,renown_score,continent_of_company_asia,continent_of_company_europe,continent_of_company_north america,continent_of_company_south america,product_or_service_company?_both,product_or_service_company?_product,product_or_service_company?_service,focus_on_private_or_public_data?_both,focus_on_private_or_public_data?_no,focus_on_private_or_public_data?_private,focus_on_private_or_public_data?_public,focus_on_structured_or_unstructured_data_both,focus_on_structured_or_unstructured_data_no,focus_on_structured_or_unstructured_data_not applicable,focus_on_structured_or_unstructured_data_structured,focus_on_structured_or_unstructured_data_unstructured,cloud_or_platform_based_serive/product?_both,cloud_or_platform_based_serive/product?_cloud,cloud_or_platform_based_serive/product?_none,cloud_or_platform_based_serive/product?_platform,local_or_global_player_global,local_or_global_player_local,local_or_global_player_local  ,linear_or_non-linear_business_model_linear,linear_or_non-linear_business_model_non-linear,online_offline_both,online_offline_offline,online_offline_online,b2c_or_b2b_venture?_b2b,b2c_or_b2b_venture?_b2c,highest_education_bachelors,highest_education_masters,highest_education_phd,gartner_hype_cycle_stage_peak,gartner_hype_cycle_stage_plateau,gartner_hype_cycle_stage_slope,gartner_hype_cycle_stage_trigger,gartner_hype_cycle_stage_trough
10,1,3.0,762.0,34.0,0.0,0,16000000.0,0.0,0.0,2,1,8,50.0,0,0.0,2,0,1,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,2,3,1,3,18.0,0,1,1,500.0,3,0.0,0.0,0,4.0,0,14.5,3,2,1,0,1,1,0,1,1,0,0,0,3,142907.0,1,1,0,4.0,2,4.0,2.666666667,2,3.8461538460000004,0.0,26.92307692,0.0,3.8461538460000004,3.8461538460000004,7.692307692000001,0.0,3.8461538460000004,0.0,0.0,0.0,0.0,0.0,6.0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1
11,1,4.0,140.0,31.0,3.0,0,6300000.0,0.0,1.0,0,1,7,50.0,0,1.0,2,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,3,21.0,1,1,3,500.0,3,0.0,0.0,1,0.0,1,12.0,3,2,1,0,1,1,0,1,1,0,0,1,1,1560315.0,0,0,0,3.0,2,0.0,3.85,3,27.27272727,0.0,18.18181818,0.0,9.090909091,0.0,36.36363636,9.090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0
12,1,4.0,115.0,47.0,7.0,0,11500000.0,0.0,0.0,0,1,8,50.0,0,1.0,3,0,2,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,2,3,1,2,18.0,1,1,1,500.0,3,1.0,0.0,0,0.0,1,0.0,3,2,1,0,1,2,0,1,1,1,0,0,1,172054.0,0,1,0,3.0,2,0.0,6.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
13,1,6.0,277.0,22.0,0.0,0,6500000.0,0.0,0.0,3,0,6,22.0,0,0.0,1,0,3,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,2,2,1,1,18.0,1,1,3,500.0,2,0.0,0.0,2,1.0,0,20.5,2,2,1,0,1,1,0,0,1,0,0,0,1,99081.0,1,1,1,3.0,2,0.0,7.333333333,1,8.333333332999999,0.0,50.0,16.66666667,0.0,12.5,4.166666667,4.166666667,4.166666667,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
14,1,4.0,242.0,13.0,0.0,0,2800000.0,0.0,2.0,2,0,5,50.0,0,0.0,3,0,2,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,3,1,3,25.0,1,1,3,500.0,2,0.0,0.0,3,1.0,1,22.5,3,2,1,0,1,1,1,1,1,0,0,0,1,713494.0,1,1,0,3.0,2,0.0,48.0,2,13.33333333,0.0,6.666666667,60.0,0.0,13.33333333,6.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0
15,1,6.0,533.0,129.0,8.0,1,41000000.0,0.0,0.0,2,0,8,200.0,0,0.0,3,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,2,3,1,2,21.0,1,1,3,500.0,3,0.0,1.0,1,9.0,1,21.0,3,2,1,0,1,1,1,0,1,1,0,0,3,289041.0,1,1,0,3.0,2,0.0,8.0,2,11.11111111,5.555555556,5.555555556,0.0,11.11111111,11.11111111,27.77777778,0.0,11.11111111,5.555555556,0.0,0.0,5.555555556,5.555555556,5.0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0
16,1,4.0,-81.0,23.0,0.0,0,3499999.0,0.0,3.0,1,0,7,50.0,0,2.0,3,0,1,0,0,0,0,1,1,0,1,2,0,0,0,1,0,0,1,0,0,0,1,3,1,3,21.0,1,1,3,417.0,3,0.0,0.0,0,1.0,1,12.0,2,2,1,0,1,2,0,1,1,0,0,0,1,1939943.0,1,1,0,3.0,2,0.0,11.06666667,2,8.333333332999999,0.0,58.33333333,0.0,0.0,0.0,25.0,0.0,0.0,8.333333332999999,0.0,0.0,0.0,0.0,2.0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
17,1,5.0,471.0,52.0,-4.0,0,10000000.0,0.0,0.0,3,0,8,50.0,0,2.0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,2,3,1,2,21.0,1,1,2,500.0,3,0.0,0.0,1,0.0,1,4.5,3,2,1,0,1,2,0,1,1,0,0,0,3,276491.0,1,1,0,4.0,3,0.0,12.61666667,2,20.0,0.0,20.0,0.0,40.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1
18,1,12.0,47.0,46.0,2.0,1,750000.0,0.0,3.0,0,0,8,200.0,0,0.0,2,1,1,1,1,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,1,0,1,3,1,3,21.0,1,1,3,500.0,2,0.0,0.0,0,0.0,1,18.5,3,3,1,0,3,1,0,1,0,1,0,0,3,3341960.0,1,1,0,4.0,3,0.0,24.625,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0
19,1,4.0,60.0,5.0,0.0,0,749999.0,0.0,6.0,2,0,4,50.0,0,0.0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,0,1,18.0,0,1,3,500.0,3,0.0,0.0,0,0.0,0,0.0,3,3,0,0,3,1,0,0,1,0,0,0,1,2461569.0,0,1,0,4.0,3,4.0,5.455555556,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
20,1,4.0,70.0,27.0,0.0,1,5000000.0,0.0,1.0,2,0,5,26.0,0,0.0,2,1,2,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,3,3,1,1,18.0,1,1,1,410.0,3,1.0,1.0,3,56.0,0,22.0,2,2,1,0,1,2,1,1,0,0,0,0,2,1246836.0,1,0,0,4.0,2,0.0,15.0,2,5.555555556,0.0,27.77777778,11.11111111,0.0,16.66666667,27.77777778,5.555555556,0.0,5.555555556,0.0,0.0,0.0,0.0,7.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0
21,1,9.0,242.0,0.0,0.0,1,1500000.0,0.0,0.0,2,0,4,26.0,0,0.0,2,0,2,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,3,3,1,3,21.0,1,1,3,500.0,1,1.0,1.0,1,100.0,1,14.0,1,1,0,0,2,1,0,0,0,1,0,0,3,269278.0,0,1,0,4.0,3,0.0,96.0,2,8.333333332999999,0.0,0.0,0.0,0.0,25.0,33.33333333,8.333333332999999,8.333333332999999,0.0,0.0,16.66666667,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0
22,1,2.0,245.0,32.0,3.0,1,15000000.0,0.0,0.0,3,8,3,33.0,1,2.0,3,1,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3,3,1,2,21.0,1,1,2,500.0,1,1.0,1.0,3,58.0,0,17.0,3,2,0,1,1,1,1,0,0,1,0,0,3,761788.0,0,0,0,3.0,2,0.0,7.3666666670000005,2,8.088235294,0.0,17.89215686,1.960784314,2.083333333,8.088235294,14.21568627,4.044117647,4.044117647,4.166666667,0.0,0.0,0.0,2.083333333,9.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
23,1,5.0,0.0,0.0,0.0,1,1000000.0,6.0,0.0,2,6,5,22.0,1,4.0,2,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,0,3,21.0,0,1,3,500.0,1,0.0,0.0,1,59.0,2,30.0,1,1,0,0,1,1,0,1,0,1,0,0,2,109189.0,1,0,0,3.0,2,0.0,18.0,2,5.882352941000001,2.9411764710000003,41.17647059,8.823529412000001,0.0,8.823529412000001,17.64705882,2.9411764710000003,5.882352941000001,2.9411764710000003,0.0,0.0,0.0,2.9411764710000003,9.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1
24,1,2.0,373.0,3.0,0.0,1,1700000.0,1.0,0.0,2,0,2,3.0,0,0.0,2,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,3,3,1,2,25.0,1,1,1,500.0,1,0.0,0.0,3,81.0,2,40.0,1,1,0,1,2,1,1,1,1,0,0,0,3,642250.0,1,0,0,3.0,3,5.0,3.55,2,11.4379085,0.0,20.58823529,11.11111111,2.9411764710000003,5.718954247999999,25.65359477,2.777777778,11.2745098,2.777777778,0.0,0.0,0.0,5.718954247999999,3.0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0
25,1,3.0,61.0,5.0,0.0,1,250000.0,3.0,0.0,2,1,3,5.0,0,0.0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,3,3,1,2,21.0,0,0,1,500.0,1,0.0,0.0,2,24.0,2,14.0,1,1,0,0,1,1,0,0,0,0,0,0,1,3799200.0,1,0,0,2.0,1,3.0,6.1111111110000005,3,15.38461538,0.0,0.0,46.15384615,0.0,7.692307692000001,7.692307692000001,0.0,7.692307692000001,15.38461538,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0
26,1,5.0,155.0,5.0,0.0,1,1400000.0,0.0,0.0,3,0,3,6.0,0,0.0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,18.0,0,0,4,307.0,1,1.0,1.0,2,67.0,2,0.0,1,1,0,0,2,2,0,1,1,1,0,0,3,2497831.0,0,0,1,4.0,3,0.0,48.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1
27,1,1.0,43.0,0.0,0.0,0,1100000.0,6.0,0.0,1,0,1,5.0,0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,25.0,0,0,2,500.0,1,0.0,0.0,1,53.0,1,32.0,1,1,0,1,2,1,0,0,0,0,0,0,2,7253712.0,1,0,0,3.0,2,0.0,4.0,3,7.142857143,0.0,14.28571429,7.142857143,21.42857143,7.142857143,7.142857143,7.142857143,7.142857143,0.0,14.28571429,0.0,0.0,7.142857143,4.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
28,1,7.0,11.0,0.0,0.0,1,15000000.0,0.0,0.0,2,8,10,110.0,1,2.0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,3,0,2,18.0,0,1,1,500.0,2,1.0,1.0,2,71.0,1,18.0,3,3,1,1,2,2,1,1,1,1,0,1,3,296645.0,0,0,1,4.0,3,0.0,13.62222222,1,5.555555556,5.555555556,16.66666667,5.555555556,5.555555556,5.555555556,22.22222222,5.555555556,22.22222222,5.555555556,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0
29,1,2.0,281.0,3.0,0.0,0,200000.0,3.0,0.0,2,0,2,3.0,0,0.0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,2,18.0,1,1,4,350.0,1,0.0,0.0,3,79.0,1,17.0,1,1,0,0,1,1,1,0,0,0,0,0,1,155498.0,0,1,0,2.0,1,5.0,3.0,2,0.0,0.0,80.20833333,4.166666667,0.0,4.166666667,11.45833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
30,1,2.0,421.0,7.0,0.0,0,600000.0,2.0,0.0,4,0,4,50.0,0,0.0,2,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,18.0,0,0,3,500.0,1,0.0,0.0,1,58.0,2,13.0,1,1,1,0,2,2,0,1,0,0,0,0,3,38021.0,1,1,1,4.0,3,0.0,1.0,2,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0
31,1,6.0,-91.0,39.0,-7.0,0,1000000.0,0.0,1.0,2,0,7,35.0,1,3.0,0,1,3,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,3,1,2,25.0,1,1,2,500.0,3,0.0,1.0,3,120.0,2,16.0,3,3,1,0,2,2,1,1,1,1,0,0,3,7941.0,1,0,1,4.0,3,0.0,12.12222222,1,9.444444444,2.777777778,50.0,0.0,3.333333333,12.77777778,12.77777778,0.0,0.0,2.777777778,6.1111111110000005,0.0,0.0,0.0,4.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
